item_id,english,de,es-CO,fr-CA,labels,nl
trog-item-99,"Her mom said it would be sunny. However, it rained heavily.","Ihre Mutter sagte, es würde sonnig sein. Aber es regnete stark.","Su madre dijo que haría sol. Sin embargo, llovió muchisimo.","Sa mère a dit qu'il ferait soleil. Cependant, il a plu abondamment.",trog,
trog-prompt1,Choose the picture of the...,Berühre das Bild mit dem/der/den...,Escoge el dibujo del...,Choisissez l'image du...,trog,
trog-prompt2,Choose the picture of...,Berühre das Bild mit...,Escoge el dibujo de...,Choisissez l'image de...,trog,
trog-prompt3,Choose the picture that shows...,Berühre das Bild was folgendes zeigt:,Escoge el dibujo que muestra...,Choisissez l'image qui montre...,trog,
vocab-instruct-1,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","In diesem Spiel hörst du Wörter und siehst dir verschiedene Bilder an. Deine Aufgabe ist es, das Bild auszuwählen, das zum Wort passt!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!","Dans ce jeu, vous allez écouter des mots et regarder différentes images. Votre tâche est de choisir l'image qui correspond au mot !",vocab,
vocab-instruct-2,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Manche Wörter sind schwer, und das ist in Ordnung. Wenn du dir nicht sicher bist, gib einfach dein Bestes!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!","Certains mots sont difficiles, et c'est correct. Si vous n'êtes pas sûr, supposez le mieux que vous pouvez !",vocab,
vocab-instruct-3,"If you need to hear the word again, press the speaker button.","Wenn du das Wort noch einmal hören möchtest, drücke die Lautsprechertaste.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.","Si vous devez entendre le mot de nouveau, appuyez sur le bouton haut-parleur.",vocab,
vocab-item-001,the acorn,die eichel,la bellota,le gland,vocab,
vocab-item-002,the aloe,die aloe,la sábila,l'aloe,vocab,
vocab-item-003,the antenna,die antenne,la antena,l'antenne,vocab,
vocab-item-004,the artichoke,die artischocke,la alcachofa,l'artichaut,vocab,
vocab-item-005,the bamboo,der bambus,el bambú,le bambou,vocab,
vocab-item-006,the barrel,das fass,el barril,le baril,vocab,
vocab-item-007,the blender,der mixer,la licuadora,le mélangeur,vocab,
vocab-item-008,the blower,das gebläse,el soplador,le souffleur,vocab,
vocab-item-009,the bouquet,der blumenstrauß,el ramo,le bouquet,vocab,
vocab-item-010,the buffet,das buffet,el bufé,le buffet,vocab,
vocab-item-011,the bulldozer,die planierraupe,la excavadora,le bulldozer,vocab,
vocab-item-012,the cake,der kuchen,el pastel,le gâteau,vocab,
vocab-item-013,the caramel,das karamell,el caramelo,le caramel,vocab,
vocab-item-014,the carousel,das karussell,el carrusel,le carrousel,vocab,
vocab-item-015,the carrot,die karotte,la zanahoria,la carotte,vocab,
vocab-item-016,the cassette,die kassette,el casete,la cassette,vocab,
vocab-item-017,the cheese,der käse,el queso,le fromage,vocab,
vocab-item-018,the cloak,der mantel,la capucha,la cape,vocab,
vocab-item-019,the clothespin,die wäscheklammer,la pinza para la ropa,la pince à linge,vocab,
vocab-item-020,the coaster,der untersetzer,el portavaso,le dessous de verre,vocab,
vocab-item-021,the cork,der korken,el corcho,le bouchon,vocab,
vocab-item-022,the cornbread,das maisbrot,el pan de maíz,le pain de maïs,vocab,
vocab-item-023,the corset,das korsett,el corsé,le corset,vocab,
vocab-item-024,the dumpling,der Teigtaschen,el dumpling,le dumpling,vocab,
vocab-item-025,the elbow,der ellbogen,el codo,le coude,vocab,
vocab-item-026,the fan,der ventilator,el ventilador,le ventilateur,vocab,
vocab-item-027,the foam,der schaumstoff,la espuma,la mousse,vocab,
vocab-item-028,the footbath,das fußbad,la lavapiés,le bain de pieds,vocab,
vocab-item-029,the fruitcake,der obstkuchen,el pastel de frutas,le gâteau aux fruits,vocab,
vocab-item-030,the gutter,die dachrinne,la canaleta,la gouttière,vocab,
vocab-item-031,the hamster,der hamster,el hámster,le hamster,vocab,
vocab-item-032,the hedgehog,der igel,el erizo,le hérisson,vocab,
vocab-item-033,the hoe,die hacke,la azadilla,la houe,vocab,
vocab-item-034,the hopscotch,Himmel und Hölle,la golosa,la marelle,vocab,
vocab-item-035,the kimono,der kimono,el kimono,le kimono,vocab,
vocab-item-036,the latch,der riegel,el cerrojo,le loquet,vocab,
vocab-item-037,the locker,das schließfach,el casillero,le casier,vocab,
vocab-item-038,the lollipop,der lollipop,la colombina,la sucette,vocab,
vocab-item-039,the map,die karte,el mapa,la carte,vocab,
vocab-item-040,the marshmallow,der marshmallow,el malvavisco,la guimauve,vocab,
vocab-item-041,the net,das netz,la malla,le filet,vocab,
vocab-item-042,the oil,das öl,el aceite,l'huile,vocab,
vocab-item-043,the omelet,das omelett,la tortilla,l'omelette,vocab,
vocab-item-044,the pie,der kuchen,la tarta,la tourte,vocab,
vocab-item-045,the pistachio,die pistazien,el pistacho,la pistache,vocab,
vocab-item-046,the pitcher,der krug,la jarra,le pichet,vocab,
vocab-item-047,the potato,die kartoffel,la papa,la pomme de terre,vocab,
vocab-item-048,the prism,das prisma,el prisma,le prisme,vocab,
vocab-item-049,the puddle,die pfütze,el charco,la flaque,vocab,
vocab-item-050,the pump,die pumpe,la bomba de agua,la pompe,vocab,
vocab-item-051,the rice,der reis,el arroz,le riz,vocab,
vocab-item-052,the saddle,der sattel,la silla de montar,la selle,vocab,
vocab-item-053,the sandbag,der sandsack,el saco de arena,le sac de sable,vocab,
vocab-item-054,the scaffolding,das gerüst,el andamio,l'échafaudage,vocab,
vocab-item-055,the scoop,die schaufel,el cucharón,la cuillère à glace,vocab,
vocab-item-056,the seagull,die möwe,la gaviota,la mouette,vocab,
vocab-item-057,the ship,das schiff,el barco,le navire,vocab,
vocab-item-058,the shower,die dusche,la ducha,la douche,vocab,
vocab-item-059,the silverware,der tafelsilber,los cubiertos,l'argenterie,vocab,
vocab-item-060,the sink,das waschbecken,el lavamanos,l'évier,vocab,
vocab-item-061,the ski,der ski,el esquí,le ski,vocab,
vocab-item-062,the sloth,das faultier,el oso perezoso,le paresseux,vocab,
vocab-item-063,the snail,die schnecke,el caracol,l'escargot,vocab,
vocab-item-064,the sorbet,das sorbet,el sorbete,le sorbet,vocab,
vocab-item-065,the spatula,der Pfannenwender,la espátula,la spatule,vocab,
vocab-item-066,the sprinkler,der sprinkler,el aspersor,l'arroseur,vocab,
vocab-item-067,the squash,der kürbis,la calabaza,la courge,vocab,
vocab-item-068,the squirrel,das eichhörnchen,la ardilla,l'écureuil,vocab,
vocab-item-069,the stew,der Eintopf,el guiso,le ragoût,vocab,
vocab-item-070,the rubber band,das Gummiband,la banda elástica,l'élastique,vocab,
vocab-item-071,the stump,der baumstumpf,el tocón,la souche,vocab,
vocab-item-072,the sunflower,die sonnenblume,el girasol,le tournesol,vocab,
vocab-item-073,the swordfish,der schwertfisch,el pez espada,l'espadon,vocab,
vocab-item-074,the tapestry,der wandteppich,el tapiz,la tapisserie,vocab,
vocab-item-075,the teabag,der teebeutel,la bolsa de té,le sachet de thé,vocab,
vocab-item-076,the telescope,der teleskop,el telescopio,le télescope,vocab,
vocab-item-077,the thermos,die thermoskanne,el termo,le thermos,vocab,
vocab-item-078,the treasure,der schatz,el tesoro,le trésor,vocab,
vocab-item-079,the trumpet,die trompete,la trompeta,la trompette,vocab,
vocab-item-080,the tulip,die tulpe,el tulipán,la tulipe,vocab,
vocab-item-081,the turbine,die turbine,la turbina,la turbine,vocab,
vocab-item-082,the turkey,der truthahn,el pavo,la dinde,vocab,
vocab-item-083,the turtle,die schildkröte,la tortuga,la tortue,vocab,
vocab-item-084,the typewriter,die schreibmaschine,la máquina de escribir,la machine à écrire,vocab,
vocab-item-085,the watermelon,die wassermelone,la sandía,la pastèque,vocab,
vocab-item-086,the waterwheel,das wasserrad,la rueda hidráulica,la roue à eau,vocab,
vocab-item-087,the ant,die ameise,la hormiga,la fourmi,vocab,
vocab-item-088,the ball,der kugel,la pelota,le ballon,vocab,
vocab-item-089,the bear,der bär,el oso,l'ours,vocab,
vocab-item-090,the duck,die ente,el pato,le canard,vocab,
vocab-item-091,the fork,die gabel,el tenedor,la fourchette,vocab,
vocab-item-092,the kitten,das kätzchen,el gatito,le chaton,vocab,
vocab-item-093,the knee,das knie,la rodilla,le genou,vocab,
vocab-item-094,the milkshake,der milchshake,la malteada,le lait frappé,vocab,
vocab-item-095,the skin,der haut,la piel,la peau,vocab,
vocab-item-096,the wall,die wand,el muro,le mur,vocab,
vocab-item-097,the wheel,das rad,la rueda,la roue,vocab,
vocab-item-098,the farm,der bauernhof,la granja,la ferme,vocab,
vocab-item-099,juggling,der jonglieren,el malabarismo,le jonglage,vocab,
vocab-item-100,the dressing,der Dressing,el aderezo,la vinaigrette,vocab,
vocab-item-101,the roof,das dach,el techo,le toit,vocab,
vocab-item-102,peeking,spähen,espiando,espiègle,vocab,
vocab-item-103,the ruler,das lineal,la regla,la règle,vocab,
vocab-item-104,the tunnel,der tunnel,el túnel,le tunnel,vocab,
vocab-item-105,the envelope,der umschlag,el sobre,l'enveloppe,vocab,
vocab-item-106,the diamond,der diamant,el diamante,le diamant,vocab,
vocab-item-107,the calendar,der kalender,el calendario,le calendrier,vocab,
vocab-item-108,the panda,der panda,el panda,le panda,vocab,
vocab-item-109,the arrow,der pfeil,la flecha,la flèche,vocab,
vocab-item-110,picking,pflücken,cosecha,ramasser,vocab,
vocab-item-111,dripping,tropfen ,goteando,goutter,vocab,
vocab-item-112,the knight,der ritter,el caballero,le chevalier,vocab,
vocab-item-113,delivering,liefern,entregando,livrer,vocab,
vocab-item-114,the dentist,der zahnarzt,la dentista,le dentiste,vocab,
vocab-item-115,the claw,der Klauenhammer,la garra,la griffe,vocab,
vocab-item-116,the uniform,die uniform,el uniforme,l'uniforme,vocab,
vocab-item-117,furry,pelzig,peludo,poilu,vocab,
vocab-item-118,the cormorant,der kormoran,el cormorán,le cormoran,vocab,
vocab-item-119,fetch,bringen,traer,chercher,vocab,
vocab-item-120,the arcade,die arkade,la arcada,l'arcade,vocab,
vocab-item-121,the artifact,das artefakt,el artefacto,l'artéfact,vocab,
vocab-item-122,aversion,abneigung,aversión,l'aversion,vocab,
vocab-item-123,the beret,die baskenmütze,la boina,le béret,vocab,
vocab-item-124,applaud,applaudieren,aplaudir,applaudir,vocab,
vocab-item-125,timid,schüchtern,tímido,timide,vocab,
vocab-item-126,the camp,das lager,el campamento,le camp,vocab,
vocab-item-127,tumble,turnen,caída,culbuter,vocab,
vocab-item-128,concentric,konzentrisch,concéntrico,concentrique,vocab,
vocab-item-129,the confectionery,der Süßigkeiten,la confitería,la confiserie,vocab,
vocab-item-130,the couturier,der Schneider,el costurero,le couturier,vocab,
