item_id,task,en-US,es-AR,es-CO,de-DE,ar-IL,en-GB,eo-UY,he-IL,nl-NL,pt-BR
trog-item-100,trog,The plane that is gray is above the clouds.,El avión que es gris está arriba de las nubes,El avión que es gris está  arriba de las nubes,"Das Flugzeug, das grau ist, befindet sich über den Wolken.",NO APPROVED TRANSLATION,The plane that is grey is above the clouds.,La aviadilo kiu estas griza estas super la nuboj.,NO APPROVED TRANSLATION,"Het vliegtuig dat grijs is, is boven de wolken.",
trog-item-101,trog,The fish swim beneath a whale and a sea turtle.,Los peces nadan debajo de una ballena y una tortuga marina.,Los peces nadan debajo de una ballena y una tortuga marina.,Die Fische schwimmen unter einem Wal und einer Meeresschildkröte.,NO APPROVED TRANSLATION,The fish swim beneath a whale and a sea turtle.,La fiŝoj naĝas sub baleno kaj maratestudo.,NO APPROVED TRANSLATION,De vissen zwemmen onder een walvis en een zeeschildpad.,
trog-item-102,trog,The car that the truck followed is driving toward the tunnel.,El coche al que siguió el camión va hacia el túnel.,El coche al que siguió el camión va hacia el túnel.,"Das Auto, das dem der Lastwagen gefolgt ist, fährt auf den Tunnel zu.",NO APPROVED TRANSLATION,The car that the lorry followed is driving towards the tunnel.,"La aŭto, kiun la kamiono sekvis, veturas direkte al la tunelo.",NO APPROVED TRANSLATION,"De auto die door de vrachtwagen werd gevolgd, rijdt richting de tunnel.",
trog-item-103,trog,Instead of doing homework she did a puzzle in her room.,"En vez de hacer las tareas, ella hizo un rompecabezas en su habitación.","En vez de hacer las tareas, ella hizo un rompecabezas en su habitación.","Anstatt Hausaufgaben zu machen, hat sie in ihrem Zimmer ein Puzzle gemacht.",NO APPROVED TRANSLATION,Instead of doing homework she did a puzzle in her room.,Anstataŭ fari hejmtaskojn ŝi faris puzzleon en sia ĉambro.,NO APPROVED TRANSLATION,"In plaats van huiswerk te maken, maakte ze een puzzel in haar kamer.",
trog-item-11,trog,Choose the picture that shows red.,Elegí el dibujo que muestra el rojo.,Escoge el dibujo que muestra el rojo.,"Wähle das Bild aus, das etwas Rotes zeigt.",NO APPROVED TRANSLATION,Choose the picture that shows red.,Elektu la bildon kiu montras ruĝan.,NO APPROVED TRANSLATION,Kies het plaatje waarop rood te zien is.,
trog-item-12,trog,Choose the picture that shows black.,Elegí el dibujo que muestra el negro.,Escoge el dibujo que muestra el negro.,"Wähle das Bild aus, das etwas Schwarzes zeigt.",NO APPROVED TRANSLATION,Choose the picture that shows black.,Elektu la bildon kiu montras nigran.,NO APPROVED TRANSLATION,Kies het plaatje waarop zwart te zien is.,
trog-item-13,trog,the boy is running,el niño está corriendo,el niño está corriendo,der Junge rennt.,NO APPROVED TRANSLATION,the boy is running,la knabo kuras,NO APPROVED TRANSLATION,de jongen rent,
trog-item-14,trog,the big cup,la taza grande,la taza grande,die große Tasse.,NO APPROVED TRANSLATION,the big cup,la granda taso,NO APPROVED TRANSLATION,de grote beker,
trog-item-15,trog,the dog is sitting,el perro está sentado,el perro está sentado,der Hund sitzt.,NO APPROVED TRANSLATION,the dog is sitting,la hundo sidas,NO APPROVED TRANSLATION,de hond zit,
trog-item-16,trog,the red ball,la pelota roja,la pelota roja,der rote Ball.,NO APPROVED TRANSLATION,the red ball,la ruĝa pilko,NO APPROVED TRANSLATION,de rode bal,
trog-item-17,trog,the boy is not running,el niño no está corriendo,el niño no está corriendo,der Junge rennt nicht.,NO APPROVED TRANSLATION,the boy is not running,la knabo ne kuras,NO APPROVED TRANSLATION,de jongen rent niet,
trog-item-18,trog,the dog is not drinking,el perro no está bebiendo,el perro no está bebiendo,der Hund trinkt nicht.,NO APPROVED TRANSLATION,the dog is not drinking,la hundo ne trinkas,NO APPROVED TRANSLATION,de hond drinkt niet,
trog-item-19,trog,the girl is not jumping,la niña no está saltando,la niña no está saltando,das Mädchen hüpft nicht.,NO APPROVED TRANSLATION,the girl is not jumping,la knabino ne saltas,NO APPROVED TRANSLATION,het meisje springt niet,
trog-item-2,trog,Choose the picture of the bird.,Elegí el dibujo del pájaro.,Escoge el dibujo del pájaro.,Wähle das Bild mit dem Vogel.,NO APPROVED TRANSLATION,Choose the picture of the bird.,Elektu la bildon de la birdo.,NO APPROVED TRANSLATION,Kies het plaatje van de vogel.,
trog-item-20,trog,the dog is not sitting,el perro no está sentado,el perro no está sentado,der Hund sitzt nicht.,NO APPROVED TRANSLATION,the dog is not sitting,la hundo ne sidas,NO APPROVED TRANSLATION,de hond zit niet,
trog-item-21,trog,the boy is jumping over the box,el niño salta por encima de la caja,el niño salta por encima de la caja,der Junge springt über den Kasten.,NO APPROVED TRANSLATION,the boy is jumping over the box,la knabo saltas super la skatolo,NO APPROVED TRANSLATION,de jongen springt over de doos,
trog-item-22,trog,the girl is sitting on the table,la niña está sentada encima de la mesa,la niña está sentada encima de la mesa,das Mädchen sitzt auf dem Tisch.,NO APPROVED TRANSLATION,the girl is sitting on the table,la knabino sidas sur la tablo,NO APPROVED TRANSLATION,het meisje zit op de tafel,
trog-item-23,trog,the man is eating the apple,el hombre se está comiendo una manzana,el hombre se está comiendo una manzana,Der Mann isst einen Apfel.,NO APPROVED TRANSLATION,the man is eating the apple,la viro manĝas la pomon,NO APPROVED TRANSLATION,de man eet de appel,
trog-item-24,trog,the lady is carrying the bag,la señora lleva la bolsa,la señora carga la bolsa,die Frau trägt eine Tasche.,NO APPROVED TRANSLATION,the lady is carrying the bag,la sinjorino portas la sakon,NO APPROVED TRANSLATION,de dame draagt de tas,
trog-item-25,trog,they are sitting on the table,están sentadas encima de la mesa,están sentadas encima de la mesa,sie sitzen auf dem Tisch.,NO APPROVED TRANSLATION,they are sitting on the table,ili sidas sur la tablo,NO APPROVED TRANSLATION,ze zitten op de tafel,
trog-item-26,trog,the cow is looking at them,la vaca está mirándolas,la vaca está mirándolas,Die Kuh sieht die Frauen an.,NO APPROVED TRANSLATION,the cow is looking at them,la bovino rigardas ilin,NO APPROVED TRANSLATION,de koe kijkt naar hen,
trog-item-27,trog,they are jumping over the wall,están saltando por encima de la pared,están saltando por encima de la pared,sie springen über die Mauer.,NO APPROVED TRANSLATION,they are jumping over the wall,ili saltas super la muro,NO APPROVED TRANSLATION,ze springen over de muur,
trog-item-28,trog,the elephant is carrying them,el elefante las lleva,el elefante los lleva,der Elefant trägt sie,NO APPROVED TRANSLATION,the elephant is carrying them,la elefanto portas ilin,NO APPROVED TRANSLATION,de olifant draagt ze,
trog-item-29,trog,the girl is pushing the horse,la niña está empujando al caballo,la niña está empujando al caballo,das Mädchen schiebt das Pferd,NO APPROVED TRANSLATION,the girl is pushing the horse,la knabino puŝas la ĉevalon,NO APPROVED TRANSLATION,het meisje duwt het paard,
trog-item-3,trog,Choose the picture of the comb.,Elegí el dibujo del peine.,Escoge el dibujo del peine.,Wähle das Bild mit dem Kamm.,NO APPROVED TRANSLATION,Choose the picture of the comb.,Elektu la bildon de la kombilo.,NO APPROVED TRANSLATION,Kies het plaatje van de kam.,
trog-item-30,trog,the boy is chasing the sheep,el niño persigue a la oveja,el niño persigue a la oveja,der Junge jagt das Schaf,NO APPROVED TRANSLATION,the boy is chasing the sheep,la knabo persekutas la ŝafon,NO APPROVED TRANSLATION,de jongen rent achter het schaap aan,
trog-item-31,trog,the man is chasing the dog,el hombre persigue al perro,el hombre persigue al perro,der Mann jagt den Hund,NO APPROVED TRANSLATION,the man is chasing the dog,la viro persekutas la hundon,NO APPROVED TRANSLATION,de man rent achter de hond aan,
trog-item-32,trog,the cow is pushing the lady,la vaca está empujando a la señora,la vaca está empujando a la señora,die Kuh schiebt die Dame,NO APPROVED TRANSLATION,the cow is pushing the lady,la bovino puŝas la sinjorino,NO APPROVED TRANSLATION,de koe duwt de dame,
trog-item-33,trog,she is sitting on the chair,ella está sentada en la silla,ella está sentada en la silla,sie sitzt auf dem Stuhl.,NO APPROVED TRANSLATION,she is sitting on the chair,ŝi sidas sur la seĝo,NO APPROVED TRANSLATION,ze zit op de stoel,
trog-item-34,trog,the lady is carrying him,la señora lo está llevando,la señora lo está cargando,die Dame trägt ihn,NO APPROVED TRANSLATION,the lady is carrying him,la sinjorino portas lin,NO APPROVED TRANSLATION,de dame draagt hem,
trog-item-35,trog,he is sitting in the tree,él está sentado en el árbol,él está sentado en el árbol,er sitzt auf dem Baum,NO APPROVED TRANSLATION,he is sitting in the tree,li sidas en la arbo,NO APPROVED TRANSLATION,hij zit in de boom,
trog-item-36,trog,the horse is looking at her,el caballo la está mirando,el caballo la está mirando,das Pferd sieht sie an,NO APPROVED TRANSLATION,the horse is looking at her,la ĉevalo rigardas ŝin,NO APPROVED TRANSLATION,het paard kijkt naar haar,
trog-item-37,trog,the cats look at the ball,los gatos miran la pelota,los gatos miran la pelota,die Katzen schauen auf den Ball,NO APPROVED TRANSLATION,the cats look at the ball,la katoj rigardas la pilkon,NO APPROVED TRANSLATION,de katten kijken naar de bal,
trog-item-38,trog,the boy stands on the chairs,el niño se para encima de las sillas,el niño se para encima de las sillas,der Junge steht auf den Stühlen,NO APPROVED TRANSLATION,the boy stands on the chairs,la knabo staras sur la seĝoj,NO APPROVED TRANSLATION,de jongen staat op de stoelen,
trog-item-39,trog,the boys pick the apples,los niños recogen las manzanas,los niños recogen las manzanas,die Jungen pflücken die Äpfel,NO APPROVED TRANSLATION,the boys pick the apples,la knaboj kolektas la pomojn,NO APPROVED TRANSLATION,de jongens plukken de appels,
trog-item-4,trog,Choose the picture of the apple.,Elegí el dibujo de la manzana.,Escoge el dibujo de la manzana.,Wähle das Bild mit dem Apfel.,NO APPROVED TRANSLATION,Choose the picture of the apple.,Elektu la bildon de la pomo.,NO APPROVED TRANSLATION,Kies het plaatje van de appel.,
trog-item-40,trog,the girl drops the cups,la niña deja caer las tazas,la niña deja caer las tazas,das Mädchen lässt die Tassen fallen,NO APPROVED TRANSLATION,the girl drops the cups,la knabino faligas la tasojn,NO APPROVED TRANSLATION,het meisje laat de kopjes vallen,
trog-item-41,trog,the fork is longer than the pencil,el tenedor es más largo que el lápiz,el tenedor es más largo que el lápiz,die Gabel ist länger als der Bleistift,NO APPROVED TRANSLATION,the fork is longer than the pencil,la forko estas pli longa ol la krajono,NO APPROVED TRANSLATION,de vork is langer dan het potlood,
trog-item-42,trog,the box is bigger than the cup,la caja es más grande que la taza,la caja es más grande que la taza,die Schachtel ist größer als die Tasse,NO APPROVED TRANSLATION,the box is bigger than the cup,la skatolo estas pli granda ol la taso,NO APPROVED TRANSLATION,de doos is groter dan de beker,
trog-item-43,trog,the shoe is bigger than the bird,el zapato es más grande que el pájaro,el zapato es más grande que el pájaro,der Schuh ist größer als der Vogel,NO APPROVED TRANSLATION,the shoe is bigger than the bird,la ŝuo estas pli granda ol la birdo,NO APPROVED TRANSLATION,de schoen is groter dan de vogel,
trog-item-44,trog,the horse is taller than the wall,el caballo es más alto que la pared,el caballo es más alto que la pared,das Pferd ist größer als die Mauer,NO APPROVED TRANSLATION,the horse is taller than the wall,la ĉevalo estas pli alta ol la muro,NO APPROVED TRANSLATION,het paard is langer dan de muur,
trog-item-45,trog,the girl is chased by the horse,la niña es perseguida por el caballo,la niña es perseguida por el caballo,das Mädchen wird vom Pferd gejagt,NO APPROVED TRANSLATION,the girl is chased by the horse,la knabino estas persekutata de la ĉevalo,NO APPROVED TRANSLATION,het meisje wordt achtervolgd door het paard,
trog-item-46,trog,the elephant is pushed by the boy,el elefante es empujado por el niño,el elefante es empujado por el niño,der Elefant wird von dem Jungen geschoben,NO APPROVED TRANSLATION,the elephant is pushed by the boy,la elefanto estas puŝita de la knabo,NO APPROVED TRANSLATION,de olifant wordt door de jongen geduwd,
trog-item-47,trog,the horse is chased by the man,el caballo es perseguido por el hombre,el caballo es perseguido por el hombre,das Pferd wird von dem Mann gejagt,NO APPROVED TRANSLATION,the horse is chased by the man,la ĉevalo estas persekutata de la viro,NO APPROVED TRANSLATION,het paard wordt achtervolgd door de man,
trog-item-48,trog,the cow is pushed by the man,la vaca es empujada por el hombre,la vaca es empujada por el hombre,die Kuh wird von dem Mann geschoben,NO APPROVED TRANSLATION,the cow is pushed by the man,la bovino estas puŝita de la viro,NO APPROVED TRANSLATION,de koe wordt door de man geduwd,
trog-item-49,trog,the cup is in the box,la taza está en la caja,la taza está en la caja,die Tasse ist in der Schachtel,NO APPROVED TRANSLATION,the cup is in the box,la taso estas en la skatolo,NO APPROVED TRANSLATION,de beker zit in de doos,
trog-item-5,trog,Choose the picture that shows eating.,Elegí el dibujo que muestra comiendo.,Escoge el dibujo que muestra comiendo.,"Wähle das Bild aus, das jemanden beim essen zeigt.",NO APPROVED TRANSLATION,Choose the picture that shows eating.,Elektu la bildon kiu montras manĝadon.,NO APPROVED TRANSLATION,Kies het plaatje waarop wordt gegeten.,
trog-item-50,trog,the pencil is on the box,el lápiz está encima de la caja,el lápiz está encima de la caja,der Bleistift ist auf der Schachtel,NO APPROVED TRANSLATION,the pencil is on the box,la krajono estas sur la skatolo,NO APPROVED TRANSLATION,het potlood ligt op de doos,
trog-item-51,trog,the circle is in the star,el círculo está en la estrella,el círculo está en la estrella,der Kreis ist im Stern,NO APPROVED TRANSLATION,the circle is in the star,la cirklo estas en la stelo,NO APPROVED TRANSLATION,de cirkel is in de ster,
trog-item-52,trog,the fork is on the shoe,el tenedor está encima del zapato,el tenedor está encima del zapato,die Gabel ist auf dem Schuh,NO APPROVED TRANSLATION,the fork is on the shoe,la forko estas sur la ŝuo,NO APPROVED TRANSLATION,de vork ligt op de schoen,
trog-item-53,trog,the boy chasing the horse is tall,el niño que persigue al caballo es alto,el niño que persigue al caballo es alto,"der Junge, der das Pferd jagt, ist groß",NO APPROVED TRANSLATION,the boy chasing the horse is tall,la knabo kiu kuras post la ĉevalo estas alta,NO APPROVED TRANSLATION,"de jongen die het paard achtervolgt, is lang",
trog-item-54,trog,the pencil on the shoe is blue,el lápiz que está encima del zapato es azul,el lápiz que está encima del zapato es azul,der Bleistift auf dem Schuh ist blau,NO APPROVED TRANSLATION,the pencil on the shoe is blue,la krajono sur la ŝuo estas blua,NO APPROVED TRANSLATION,het potlood op de schoen is blauw,
trog-item-55,trog,the cow chasing the cat is brown,la vaca que persigue al gato es marrón,la vaca que persigue al gato es café,"die Kuh, die die Katze jagt, ist braun",NO APPROVED TRANSLATION,the cow chasing the cat is brown,la bovino kuris post la kato estas bruna,NO APPROVED TRANSLATION,"de koe die de kat achtervolgt, is bruin",
trog-item-56,trog,the circle in the star is yellow,el círculo en la estrella es amarillo,el círculo en la estrella es amarillo,der Kreis im Stern ist gelb,NO APPROVED TRANSLATION,the circle in the star is yellow,la cirklo en la stelo estas flava,NO APPROVED TRANSLATION,de cirkel in de ster is geel,
