identifier,labels,en,es-CO,de,fr-CA,nl,context
ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,"Was denkst du, wie Anna sich fühlen würde, wenn sie nicht gesehen hätte, wie Bobby nach dem Fußball gegriffen hat?",How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,Hoe denk je dat Anna zich zou voelen als ze niet had gezien dat Bobby naar de voetbal greep?,"ToM-scene-14-q3-emotion_reasoning
"
ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?,Is Bobby being mean and naughty for taking Anna’s soccer ball?,"Ist Bobby gemein und frech, weil er Annas Fußball genommen hat?",Is Bobby being mean and naughty for taking Anna’s soccer ball?,Is Bobby gemeen en ondeugend omdat hij Anna's voetbal heeft afgepakt?,"ToM-scene-14-q4-false_belief
"
ToM-scene-14-q5-false_belief,theory-of-mind,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,"Sollte Bobby Ärger mit ihrer Mutter bekommen, weil er Annas Fußball genommen hat?",Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,Moet Bobby problemen krijgen met zijn moeder omdat hij Anna's voetbal heeft afgepakt?,"ToM-scene-14-q5-false_belief
"
ToM-scene-14-q6-reality_check,theory-of-mind,Can you help Anna find her soccer ball? Is it on the table or on the floor?,Can you help Anna find her soccer ball? Is it on the table or on the floor?,"Kannst du Anna helfen, ihren Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",Can you help Anna find her soccer ball? Is it on the table or on the floor?,Kun jij Anna helpen haar voetbal te vinden? Ligt hij op tafel of op de grond?,"ToM-scene-14-q6-reality_check
"
ToM-scene-14-q7-reality_check,theory-of-mind,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,"Kannst du Bobby helfen, seinen Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",Can you help Bobby find his soccer ball? Is it on the table or on the floor?,Kun jij Bobby helpen zijn voetbal te vinden? Ligt hij op tafel of op de grond?,"ToM-scene-14-q7-reality_check
"
ToM-scene-15-instruct1,theory-of-mind,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Robin, Sina und Tobias spielen ein Spiel im Park. Das Spiel läuft folgendermaßen ab: Ein Kind versteckt sich, malt aber einen Hinweis in den Sandkasten, damit die anderen Kinder es finden können.","Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Alex, Beth en Johnny spelen een spelletje in het park. Zo gaat het spelletje: Een kind verstopt zich, maar tekent een aanwijzing in de zandbak zodat de andere kinderen hem kunnen vinden. ","ToM-scene-15-instruct1
"
ToM-scene-15-instruct2,theory-of-mind,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Tobias beschließt, sich hinter den Blumensträuchern zu verstecken. Er malt einen Hinweis in den Sand. Tobias will den Strauch zeichnen, aber die Zeichnung sieht stattdessen wie ein Stein aus! Dann versteckt sich Tobias hinter den Blumensträuchern.","Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Johnny besluit zich achter de bloemenstruik te verstoppen. Hij tekent een aanwijzing in het zand. Johnny wil de bloemenstruik tekenen, maar de tekening lijkt op een rots! Dan gaat Johnny zich achter de bloemenstruik verstoppen.","ToM-scene-15-instruct2
"
ToM-scene-15-q1-reality_check,theory-of-mind,What did Johnny mean to draw?,What did Johnny mean to draw?,Was wollte Tobias zeichnen?,What did Johnny mean to draw?,Wat wilde Johnny tekenen?,"ToM-scene-15-q1-reality_check
"
flowerbush,theory-of-mind,A flower bush,A flower bush,Einen Blumenstrauch,A flower bush,Een bloemenstruik,"flowerbush
"
rocks,theory-of-mind,A rock,A rock,Einen Felsen,A rock,Een rots,"rocks
"
ToM-scene-15-q2-false_belief,theory-of-mind,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","Wenn Robin und Sina diesen Hinweis sehen, wo werden sie zuerst nach Tobias suchen? Hinter dem Blumenstrauch oder hinter dem Felsen?","When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","Als Alex en Beth deze aanwijzing zien, waar gaan ze dan als eerste naar Johnny zoeken? Achter de bloemenstruik of achter de rots?","ToM-scene-15-q2-false_belief
"
ToM-scene-15-q3-reality_check,theory-of-mind,Can you help them find where Johnny really is?,Can you help them find where Johnny really is?,"Kannst du ihnen helfen, herauszufinden, wo Tobias wirklich ist?",Can you help them find where Johnny really is?,Kun jij ze helpen ontdekken waar Johnny werkelijk is?,"ToM-scene-15-q3-reality_check
"
behind-flowerbush,theory-of-mind,Behind the flower bush,Behind the flower bush,Hinter dem Blumenstrauch,Behind the flower bush,Achter de bloemenstruik,"behind-flowerbush
"
behind-rock,theory-of-mind,Behind the rock,Behind the rock,Hinter dem Felsen,Behind the rock,Achter de rots,"behind-rock
"
ToM-scene-15-q4-emotion_reasoning,theory-of-mind,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Schau, Robin und Sina haben Tobias gefunden und das Spiel gewonnen! Was denkst du, wie Robin und Sina sich fühlen, weil sie das Spiel gewonnen haben?","Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Kijk, Alex en Beth vonden Johnny en wonnen het spel! Hoe denk je dat Alex en Beth zich voelen over het winnen van het spel?","ToM-scene-15-q4-emotion_reasoning
"
ToM-scene-16-instruct1,theory-of-mind,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,"Papa sagt Jakob und Sophie, sie sollen sich für die Schule fertig machen. Papa sagt ihnen, dass sie ihre Schuhe anziehen sollen.",Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,Papa zegt tegen James en Sophie dat ze zich klaar moeten maken voor school. Papa zegt dat ze hun schoenen aan moeten trekken.,"ToM-scene-16-instruct1
"
ToM-scene-16-instruct2,theory-of-mind,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,"Sophie kann einen ihrer Schuhe nicht finden! Sie sucht überall, aber sie kann ihn nicht finden.",Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,"Sophie kan een van haar schoenen niet vinden! Ze zoekt overal, maar ze kan hem niet vinden.","ToM-scene-16-instruct2
"
ToM-scene-16-q1-emotion_reasoning,theory-of-mind,How does Sophie feel about losing her shoe? ,How does Sophie feel about losing her shoe? ,"Wie fühlt sich Sophie, weil sie ihren Schuh verloren hat?",How does Sophie feel about losing her shoe? ,Wat vindt Sophie ervan dat ze haar schoen kwijt is? ,"ToM-scene-16-q1-emotion_reasoning
"
ToM-scene-16-q2-emotion_reasoning,theory-of-mind,How would Sophie feel if she found her shoe?,How would Sophie feel if she found her shoe?,"Wie würde sich Sophie fühlen, wenn sie ihren Schuh finden würde?",How would Sophie feel if she found her shoe?,Hoe zou Sophie zich voelen als ze haar schoen zou vinden?,"ToM-scene-16-q2-emotion_reasoning
"
ToM-scene-16-instruct3,theory-of-mind,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie kann ihren Schuh nicht finden, denn früher am Tag, als niemand hinsah, hat Jakob Sophie einen Streich gespielt und ihren Schuh in der Spielzeugkiste versteckt.","Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie kan haar schoen niet vinden, want eerder die dag, toen niemand keek, heeft James Sophie voor de gek gehouden door haar schoen in de speelgoedkist te verstoppen.","ToM-scene-16-instruct3
"
ToM-scene-16-instruct4,theory-of-mind,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","Sophie sucht also überall, aber sie kann ihren Schuh nicht finden. Papa wird wütend auf Sophie, weil sie ihren Schuh verloren hat und sie nun zu spät zur Schule kommen.","So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","Dus Sophie zoekt overal en ze kan haar schoen niet vinden. Papa wordt boos op Sophie, omdat ze haar schoen kwijt is en nu zijn ze te laat op school.","ToM-scene-16-instruct4
"
ToM-scene-16-q3-false_belief,theory-of-mind,Is it fair that Dad is mad at Sophie for losing her shoe?,Is it fair that Dad is mad at Sophie for losing her shoe?,"Ist es fair, dass Papa sauer auf Sophie ist, weil sie ihren Schuh verloren hat?",Is it fair that Dad is mad at Sophie for losing her shoe?,Is het eerlijk dat papa boos is op Sophie omdat ze haar schoen kwijt is?,"ToM-scene-16-q3-false_belief
"
ToM-scene-16-q4-reference,theory-of-mind,Is Dad mad at James?,Is Dad mad at James?,Ist Papa böse auf Jakob?,Is Dad mad at James?,Is papa boos op James?,"ToM-scene-16-q4-reference
"
ToM-scene-16-q5-reference,theory-of-mind,Is Sophie mad at James?,Is Sophie mad at James?,Ist Sophie böse auf Jakob?,Is Sophie mad at James?,Is Sophie boos op James?,"ToM-scene-16-q5-reference
"
ToM-scene-16-instruct5,theory-of-mind,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","Als Jakob sieht, dass Papa sauer auf Sophie ist, geht er zur Spielzeugkiste, holt den Schuh und gibt ihn Sophie zurück.","When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","Als James ziet dat papa boos is op Sophie, loopt hij naar de speelgoedkist, pakt de schoen en geeft hem terug aan Sophie.","ToM-scene-16-instruct5
"
ToM-scene-16-q6-reference,theory-of-mind,Is Dad mad at Sophie now?,Is Dad mad at Sophie now?,Ist Papa jetzt sauer auf Sophie?,Is Dad mad at Sophie now?,Is papa nu boos op Sophie?,"ToM-scene-16-q6-reference
"
ToM-scene-16-q7-reference,theory-of-mind,Is Dad mad at James now?,Is Dad mad at James now?,Ist Papa jetzt sauer auf Jakob?,Is Dad mad at James now?,Is papa nu boos op James?,"ToM-scene-16-q7-reference
"
ToM-scene-16-q8-reference,theory-of-mind,Is Sophie mad at James now?,Is Sophie mad at James now?,Ist Sophie jetzt sauer auf Jakob?,Is Sophie mad at James now?,Is Sophie nu boos op James?,"ToM-scene-16-q8-reference
"
ToM-scene-16-instruct6,theory-of-mind,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","Jakob sagt Sophie, dass es ihm sehr leid tut, und Sophie und Papa nehmen die Entschuldigung an. Sie umarmen sich alle.","James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","James vertelt Sophie dat het hem heel erg spijt, en Sophie en papa vergeven James. Ze omhelzen elkaar.","ToM-scene-16-instruct6
"
ToM-scene-17-instruct1,theory-of-mind,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","Das ist Mika. Mikas Mutter hat eine Buchhandlung, und manchmal hilft Mika dort mit. Heute hat Mika die Bücher auf Tischen und Regalen sortiert. Mika hat einen sehr großen Stapel blauer Bücher auf den Schreibtisch gelegt, einen mittelgroßen Stapel roter Bücher auf den Tisch und einen kleinen Stapel gelber Bücher ins Regal.","This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","Dit is Mika. Mika's moeder heeft een boekwinkel en soms helpt Mika mee. Eerder vandaag was Mika bezig met het ordenen van boeken op tafels en planken. Mika legde een hele grote stapel blauwe boeken op het bureau, een middelgrote stapel rode boeken op de tafel en een kleine stapel gele boeken op de plank.","ToM-scene-17-instruct1
"
