identifier,labels,en,es-CO,de,fr-CA,nl,context
same-different-selection-instruct3-heavy,same-different-selection,Now you're going to play the rest of the game on your own!,Now you're going to play the rest of the game on your own!,Now you're going to play the rest of the game on your own!,Now you're going to play the rest of the game on your own!,Now you're going to play the rest of the game on your own!,
same-different-selection-instruct4-heavy,same-different-selection,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,
same-different-selection-instruct5-heavy,same-different-selection,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,
same-different-selection-instruct6-heavy,same-different-selection,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,
same-different-selection-touch-circle-heavy,same-different-selection,Show me the circle.,Show me the circle.,Show me the circle.,Show me the circle.,Show me the circle.,
same-different-selection-touch-square-heavy,same-different-selection,Show me the square.,Show me the square.,Show me the square.,Show me the square.,Show me the square.,
same-different-selection-touch-triangle-heavy,same-different-selection,Show me the triangle.,Show me the triangle.,Show me the triangle.,Show me the triangle.,Show me the triangle.,
same-different-selection-touch-star-heavy,same-different-selection,Show me the star.,Show me the star.,Show me the star.,Show me the star.,Show me the star.,
same-different-selection-touch-green-heavy,same-different-selection,Show me the green one.,Show me the green one.,Show me the green one.,Show me the green one.,Show me the green one.,
same-different-selection-touch-red-heavy,same-different-selection,Show me the red one.,Show me the red one.,Show me the red one.,Show me the red one.,Show me the red one.,
same-different-selection-touch-blue-heavy,same-different-selection,Show me the blue one.,Show me the blue one.,Show me the blue one.,Show me the blue one.,Show me the blue one.,
same-different-selection-touch-yellow-heavy,same-different-selection,Show me the yellow one.,Show me the yellow one.,Show me the yellow one.,Show me the yellow one.,Show me the yellow one.,
same-different-selection-touch-small-heavy,same-different-selection,Show me the small one.,Show me the small one.,Show me the small one.,Show me the small one.,Show me the small one.,
same-different-selection-touch-medium-heavy,same-different-selection,Show me the medium one.,Show me the medium one.,Show me the medium one.,Show me the medium one.,Show me the medium one.,
same-different-selection-touch-large-heavy,same-different-selection,Show me the large one.,Show me the large one.,Show me the large one.,Show me the large one.,Show me the large one.,
same-different-selection-touch-white-heavy,same-different-selection,Show me the picture with the white background.,Show me the picture with the white background.,Show me the picture with the white background.,Show me the picture with the white background.,Show me the picture with the white background.,
same-different-selection-touch-gray-heavy,same-different-selection,Show me the picture with the gray background.,Show me the picture with the gray background.,Show me the picture with the gray background.,Show me the picture with the gray background.,Show me the picture with the gray background.,
same-different-selection-touch-black-heavy,same-different-selection,Show me the picture with the black background.,Show me the picture with the black background.,Show me the picture with the black background.,Show me the picture with the black background.,Show me the picture with the black background.,
same-different-selection-touch-striped-heavy,same-different-selection,Show me the picture with the striped background.,Show me the picture with the striped background.,Show me the picture with the striped background.,Show me the picture with the striped background.,Show me the picture with the striped background.,
same-different-selection-touch-1-heavy,same-different-selection,Show me the picture with one shape.,Show me the picture with one shape.,Show me the picture with one shape.,Show me the picture with one shape.,Show me the picture with one shape.,
same-different-selection-touch-2-heavy,same-different-selection,Show me the picture with two shapes.,Show me the picture with two shapes.,Show me the picture with two shapes.,Show me the picture with two shapes.,Show me the picture with two shapes.,
same-different-selection-touch-3-heavy,same-different-selection,Show me the picture with three shapes.,Show me the picture with three shapes.,Show me the picture with three shapes.,Show me the picture with three shapes.,Show me the picture with three shapes.,
same-different-selection-touch-4-heavy,same-different-selection,Show me the picture with four shapes.,Show me the picture with four shapes.,Show me the picture with four shapes.,Show me the picture with four shapes.,Show me the picture with four shapes.,
same-different-selection-both-circles-heavy,same-different-selection,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,
same-different-selection-both-squares-heavy,same-different-selection,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,
same-different-selection-both-triangles-heavy,same-different-selection,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,
same-different-selection-both-red-heavy,same-different-selection,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,
same-different-selection-both-green-heavy,same-different-selection,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,
same-different-selection-both-yellow-heavy,same-different-selection,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,
same-different-selection-both-blue-heavy,same-different-selection,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,
same-different-selection-both-small-heavy,same-different-selection,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,
same-different-selection-both-medium-heavy,same-different-selection,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,
same-different-selection-both-large-heavy,same-different-selection,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,
sds-prompt3-heavy,same-different-selection,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,
sds-3match-prompt2-heavy,same-different-selection,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,
sds-2match-prompt1-heavy,same-different-selection,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,
sds-2match-prompt2-heavy,same-different-selection,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,
sds-3unique-prompt1-heavy,same-different-selection,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,
sds-3unique-prompt2-heavy,same-different-selection,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,
sds-match-demo1-heavy,same-different-selection,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,
